不雜,མ་འདྲེས་པ
堅持,འཛིན་པ
善通達,ཤིན་ཏུ་ལེགས་པར་རྟོགས་པ
拔除,ལེགས་པར་བཅོམ་པ
上,གོང་མ
食想,བཟའ་བའི་མིང
善説者,བཀའ་བློ་བདེ་བ
堪任,སྐལ་བ་ཅན
談論,ཀུན་ཏུ་སྨྲ་བ
光音,འོད་གསལ
令---怖,སྐྲག་པར་བྱེད་པ
委重,ཡིད་གཅུགས་པ
念住覺支,དྲན་པ་ཉེ་བར་གཞག་པའི་བྱང་ཆུབ་ཀྱི་ཡན་ལག
勇決,ཤས་ཆེར
雜染對治,ཀུན་ནས་ཉོན་མོངས་པའི་གཉེན་པོ
不下精進,མི་ཞུམ་པའི་བརྩོན་འགྲུས
纔生生已尋滅,སྐྱེས་ཤིང་སྐྱེས་ཤིང་འགག་པ་ཁོ་ནར་ཟད
善取,ལེགས་པར་གཟུང་བ
邪見業道事,ལོག་པར་ལྟ་བའི་གཞི
隨力,ཅི་ལྕོགས
大功徳藏,བསོད་ནམས་ཀྱི་ཕུང་པོ
共了,གྲགས་པ
風性,རླུང
薄福者,བསོད་ནམས་ཆུང་དུ་ཞིག
簡擇,བརྟག་པ
得隨所欲,འདོད་པ་བཞིན་དུ་ཐོབ་པ
造,ལེགས་པར་བཅོས་པ
生瘂,བཙས་ནས་ལྐུགས་པ
趣向,འབབ་པར་བྱེད་པ
成,བསྒྲུབ་པར་བྱ་བ
乃至,ནས་བཟུང་སྟེ་---བར
有餘依涅槃界教,ང་པོའི་ལྷག་མ་དང་བཅས་པའི་མྱ་ངན་ལས་འདས་པའི་དབྱིངས་བསྟན་པ
寂靜作意,ཉེ་བར་ཞི་བར་བྱེད་པའི་ཡིད་ལ་བྱེད་པ
安立,ངེས་པར་སྦྱོར་བ་བྱེད་པ
依止處,གནས་ཀྱི་རྟེན
觀照,རྣམ་པར་གཟིགས་པ
守護加行,བསྲུང་བའི་སྦྱོར་བ
周遍思惟,ཁྱབ་པར་བྱས་ནས
現見,མངོན་སུམ་དུ་བྱེད་པ
所顯現,རབ་ཏུ་ཕྱེ་བ
智勝行者,རྣལ་འབྱོར་པ་ཤེས་པ་གཙོ་བོར་བྱེད་པ
無有違犯,མི་ཉམས་པར་བྱ་བ
所逼惱,སྣོད་དུ་གྱུར་པ
少出家,ན་ཚོད་ཀྱི་ཡུལ་ལ་བབ་པ་ན་རབ་ཏུ་བྱུང་བ
唯有,ཙམ་ཟད
死畏,འཆི་བའི་འཇིགས་པ
有行相,རྣམ་པ་དང་བཅས་པ
問記,འདྲི་ཞིང་ལན་འདེབས་པ
臂釧,དཔུང་རྒྱན
師拳,སློབ་དཔོན་གྱི་དཔེ་མཁྱུད
近分未至定,ཉེར་བསྡོགས་མི་ལྕོགས་པ་མེད་པ
無數大劫,བསྐལ་པ་གྲངས་མེད་པ
年衰邁,ན་ཚོད་ཡོངས་སུ་གྱུར་པ
隨順教授教誡,རྗེས་སུ་མཐུན་པའི་གདམས་ངག་རྗེས་སུ་བསྟན་པ
無間運轉作意,སྐབས་སུ་འཆད་པ་མེད་པར་འཇུག་པའི་ཡིད་ལ་བྱེད་པ
諠衆,འདུ་འཛི
我慢,ངའོ་སྙམ་པའི་ང་རྒྱལ
所拘執,ཡོངས་སུ་ཟིན་པ
求,བརྩལ་བས
作極甘味,རོ་བྲོ་བར་བྱས་པ
攝受,བསྙེན་པར་བྱ་བ
財處起,ཡོ་བྱད་ལ་བརྟེན་པ་ཡིན་པ
事重過失,དངོས་པོ་ལྕི་བའི་ཉེས་པ
歸寂滅,མྱ་ངན་ལས་འདའ་བ
行路疲極,ལམ་གྱིས་དུབ་པ
修所引,བསྒོམ་པ་ལས་བྱུང་བ
風界,རླུང་གི་ཁམས
相望互爲増上縁,གཅིག་གི་དབང་གཅིག་ཡིན་པ
事力,ཞལ་ཏ་བྱེད་པ
所宜,འཕྲོད་པ
無我決定,བདག་མེད་པར་ངེས་པ
慰意,ཡིད་དུ་འོང་བ་ཉིད
避,ཡོངས་སུ་སྤོང་བར་བྱེད་པ
無異門記別,རྣམ་གྲངས་མ་ཡིན་པར་བརྡ་སྤྲོད་པ
應令---種,བསྐྱེད་པར་བྱ་བ
引發神通自在清淨,མངོན་པར་ཤེས་པ་བསྒྲུབ་པ་ལ་དབང་བས་རྣམ་པར་དག་པ
依附,གནས་པ
青黄赤白,སྔོན་པོ་དང་སེར་པོ་དང་དམར་པོ་དང་དཀར་པོ
不恭敬,མ་གུས་པ
光明普照,ལྷང་ངེར་འདུག་པ
非梵行法,མི་ཚངས་པར་སྤྱོད་པ་འཁྲུག་པའི་ཆོས
有所依,རྟོན་པ་དང་བཅས་པ
趣向涅槃,མྱ་ངན་ལས་འདའ་བ་ལ་ཞུགས་པ
臂骨,དཔུང་པའི་རུས་པ
論處所,སྨྲ་བའི་ཞལ་ཆེ་བ
卑下慢,འདུད་པའི་ང་རྒྱལ
顯,སྨྲ་བར་བྱེད་པ
下里,ཕལ་པ
投,མཆོང་བ
加刀杖,བསྣུན་པ
辛楚,གནོད་པ
顧戀,ལྟ་བ
無病變壞,ནད་མེད་པ་ཡོངས་སུ་འགྱུར་བ
多所修習,མང་དུ་བྱེད་པ
忘失教授,གདམས་ངག་བརྗེད་པ
眞實樂,བདེ་བ་ཡོངས་སུ་རྫོགས་པ
靜息,ཕྱིར་མི་འོང་བར་འགྲོ་བ
契會,རྟོགས་པ
防護斷,རྗེས་སུ་བསྲུང་བས་སྤོང་བ
婬逸,འཁྲིག་པ
縁性縁起正觀,རྐྱེན་འདི་པ་ཉིད་ཀྱི་རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་ཡིད་ལ་བྱེད་པ
淨識,རྣམ་པར་ཤེས་པ་རྣམ་པར་དག་པ
惠施主,སྦྱིན་པ་པོ་དང་སྦྱིན་བདག
等類,མཚུངས་པར་གྱུར་པ
第一眞實福田,དཀོན་པ་དང་ཡོན་གནས་ཀྱི་མཆོག
無定量,ཚད་མ་ངེས་པ
與同事,གྲོགས་བྱེད་དུ་འགྲོ་བ
斷常兩見,རྟག་པ་དང་ཆད་པར་ལྟ་བ
無餘,མ་ལུས་པ
怨家,དགྲར་གྱུར་པ
所呵叱,འབོད་པ་དང་སྨད་པ
帝釋天,དབང་པོ་དང་བཅས་པའི་ལྷ
三諦,བདེན་པ་རྣམ་པ་གསུམ
善不善---無記法---眞如,དགེ་བ་དང་མི་དགེ་བ་དང་ལུང་དུ་མ་བསྟན་པའི་ཆོས་རྣམས་ཀྱི་དེ་བཞིན་ཉིད
時務,འཕྲལ་གྱི་བྱ་བ
淪沒,ལྟུང་བར་འགྱུར་བ
煩惱縁,ཉོན་མོངས་པའི་རྒྱུ
醍醐喩經,མར་གྱི་ཉིང་ཁུ་ལྟ་བུའི་མདོ
隨初第二相續心,ཉིང་མཚམས་སྦྱོར་བའི་སེམས་དང་པོའི་འོག་མ་གཉིས་པ
無量説法,ཆོས་བསྟན་པ་དཔག་ཏུ་མེད་པ
或有處所,ཁ་ཅིག་ཏུ
思求,ཡོངས་སུ་ཚོལ་བ
膺,བྲང
他力,གཞན་གྱི་སྟོབས
捨,མེད་པར་འགྱུར་བ
哀愍,རྗེས་སུ་སྙིང་བརྩེ་བ
矯現自身,བདག་ཉིད་ལ་སླུ་བར་བྱེད་པ
不任修斷,སྤོང་མི་བཟོད་པ
境,དམིགས་པ
離欲之行,འདོད་ཆགས་དང་བྲལ་བར་འགྱུར་བ
一切種戒,རྣམ་པ་ཐམས་ཅད་ཀྱི་ཚུལ་ཁྲིམས
命邊際受,སྲོག་གི་མཐར་པའི་ཚོར་བ
倶生智,ལྷག་ཅིག་སྐྱེས་པའི་ཤེས་པ
苦惱不淨,སྡུག་བསྔལ་གྱི་མི་སྡུག་པ་ཉིད
三受,ཚོར་བ་གསུམ
析,རྣམ་པར་བཤིག་པ
現法樂住,ཚེ་འདི་ཉིད་ལ་དེའི་བདེ་བ་ལ་གནས་པ
別顯,ལོགས་ཤིག་ཏུ་སྨོས་པ
大海,རྒྱ་མཚོ
害,རྣམ་པར་འཚེ་བ
少年,གཞོན་ནུ
種類智品,རྗེས་སུ་རྟོགས་པ་ཤེས་པའི་ཕྱོགས
諸漏永盡作證,ཟག་པ་ཟད་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ
自成熟,བདག་ཉིད་ཀྱིས་ཡོངས་སུ་སྨིན་པར་བྱེད་པ
増上力故,དབང་དུ་བྱས་ནས
見處,མཐོང་བ་རྣམ་པར་དག་པ
無明㲉,མ་རིག་པའི་སྦུབས
法隨法行,ཆོས་ཀྱི་རྗེས་སུ་མཐུན་པའི་ཆོས་ནན་ཏན
令果遂,ཡང་དག་པར་འགྲུབ་པར་འགྱུར་བ
無造作,མངོན་པར་འདུ་མ་བྱེད་པ
蟻,གྲོག་སྦུར
四尋思,ཡོངས་སུ་ཚོལ་བ་རྣམ་པ་བཞི
服,བསྟེན་པ
三十三天宮,སུམ་ཅུ་རྩ་གསུམ་པའི་ལྷ་རྣམས་ཀྱི་ཕོ་བྲང
農作,ཞིང་ལས
未滅,མི་ཉམས་པ
勝生差別,རིགས་ཀྱི་རབ་ཏུ་དབྱེ་བ
共住,གནས་པ
發露,སོ་སོར་བཤགས་པ
語相違,ཚིག་འགལ་བ
顯示,བསྒྲགས་པ
金,གསེར
愛滅,སྲེད་པ་འགོག་པ
眷屬,ཉེར་བསྡོགས
無矯,ཚུལ་འཆོས་པ་མེད་པ
有果見,འབྲས་བུ་མཐོང་བ
顯了,གསལ་བ
了知唯有其名,མིང་ཙམ་དུ་ཡོངས་སུ་ཤེས་པ
依處,གནས་པ
遂不遂,གྲུབ་པ་དང་མ་གྲུབ་པ
能對治,གཉེན་པོར་གྱུར་པ
最後生,ཚེ་ཐ་མ
殺罪,སྲོག་གཅོད་པ
身形廣大,ལུས་ཆེན་པོ
憶念,རྗེས་སུ་དྲན་པར་བྱེད་པ
極甚深,ཟབ་མོ
善,དགེ་བ
四事,རྣམ་པ་བཞི
聰慧者相,མཁས་པའི་རྟགས
惡施設,ལོག་པར་གཞུང་གཙུགས་པ
一向止道,ཞི་གནས་ལ་གཅིག་ཏུ་ངེས་པ
未熟相續,རྒྱུན་ཡོངས་སུ་མ་སྨིན་པ
無餘盡滅,མ་ལུས་པར་འགག་པ
善住根本,རྩ་བ་ཤིན་ཏུ་བརྟན་པ
殊妙,མཛེས་པ་ཉིད
住禁戒,ཚུལ་ཁྲིམས་ལ་གནས་པ
無功用,རང་གི་ངང་གིས
少壯,ལང་ཚོ
住果,འབྲས་བུ་ལ་གནས་པ
一切門忍,ཐམས་ཅད་ཀྱི་སྒོ་ནས་བཟོད་པ
厭壞對治倶行,སུན་འབྱིན་པའི་གཉེན་པ་དང་ལྡན་པ
勝辯才言,སྤོབས་པ་ལས་བྱུང་བའི་གཏམ
能令退失,ཡོངས་སུ་ཉམས་པར་བྱེད་པ
名之差別,རྣམ་གྲངས
如前,སྔ་མ་བཞིན་དུ
速離欲性,མྱུར་དུ་འདོད་ཆགས་དང་བྲལ་བ
惡貪,མི་བཟད་པའི་ཆགས་པ
離此更,དེ་ལས་གུད་ན
苦邊,སྡུག་བསྔལ་གྱི་མཐའ
眞實菩薩,ཡང་དག་པའི་བྱང་ཆུབ་སེམས་དཔའ
倶,ཐུན་མོང་བ
有義聲,དོན་དང་ལྡན་པའི་སྒྲ
趣遠離,དབེན་པ་ལ་གཞོལ་བ
被他擯,སྤངས་པ
隨建立,ནན་ཏན་དུ་བསྒྲུབ་པ
住持,འདུག་པ་དང་སྡོད་པ
腰,སྟ་ཟུར
法界無量,ཆོས་ཀྱི་ཁམས་དཔག་ཏུ་མེད་པ
獨覺,རང་སངས་རྒྱས
尊卑者,མཆོག་དང་མཆོག་མ་ཡིན་པ
通達,ཡང་དག་པར་རྟོགས་པ
髮毛,སྐྲ་དང་སྤུ
不順,མི་དགའ་བར་གྱུར་པ
受已,ཡང་དག་པར་བླངས་པའི་འོག་ཏུ
増上慢過失,མངོན་པའི་ང་རྒྱལ་གྱི་སྐྱོན
他怨害,གཞན་གནོད་པ་བྱེད་པ
入於寂滅,འགག་པར་འགྱུར་བ
纒覆,ཀུན་ནས་དཀྲིས་པར་འགྱུར་བ
隨信行菩薩,བྱང་ཆུབ་སེམས་དཔའ་དད་པས་རྗེས་སུ་འབྲང་བ
障礙,བགེགས
壞,ཆུད་ཟ་བ
煖性,ཚ་བ་ཉིད
出離,མངོན་པར་བྱུང་བ
極善圓滿,ཤིན་ཏུ་ལྡན་པ
聞思修慧,ཐོས་པ་དང་བསམ་པ་དང་བསྒོམ་པ་ལས་བྱུང་བའི་ཤེས་རབ
到究竟,མཐར་ཐུག་པར་འགྲོ་བ
自作論,རང་གིས་བྱས་པར་སྨྲ་བ
安繕那,མིག་སྨན
假立名,ཉེ་བར་བཏགས་པ་ལས་བྱུང་བའི་མིང
成熟方便善巧,ཡོངས་སུ་སྨིན་པར་བྱ་བའི་ཐབས་ལ་མཁས་པ
定,ཏིང་ངེ་འཛིན
獨行,མ་འདྲེས་པ
攝受執取任持,ལེན་པ་འམ་འཛིན་པས་ཉེ་བར་སྟོན་པ
私密,སྦེད་པ
誓願,དམ་བཅས་པ
老年位,རྒས་པ
堅執著苦,ལྷག་པར་ཆགས་པའི་སྡུག་བསྔལ
修習正行,ཡང་དག་པར་བསྒྲུབ་པ
